year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,10356.3939895,6731.65609318
2018,10358.1389059,6732.79028882
2019,10361.710273,6735.11167747
2020,10361.051459,6734.68344836
2021,10364.776287,6737.10458655
2022,10368.2651856,6739.37237066
2023,10372.6505624,6742.22286557
2024,10377.2821437,6745.23339344
2025,10380.846038,6747.54992472
2026,10382.3039159,6748.49754535
2027,10383.228017,6749.09821106
2028,10382.6498033,6748.72237214
2029,10383.3470492,6749.17558201
2030,10379.9354148,6746.95801962
2031,10380.6813679,6747.44288912
