year,Base case cost,Modeled non-residential energy efficiency
2017,900862.747621,928235.892258
2018,958802.19212,978321.999164
2019,1034951.17632,1044897.45913
2020,1071370.25572,1075660.10166
2021,1096201.44622,1096012.05905
2022,1114410.98592,1110435.10997
2023,1127654.28752,1120422.43438
2024,1137586.76372,1127467.2385
2025,1149174.65262,1136051.38077
2026,1165728.77962,1149162.43192
2027,1177316.66852,1157833.48347
2028,1188904.55742,1166546.46788
2029,1202147.85902,1176794.71553
2030,1210424.92252,1182600.01455
2031,1225323.63682,1194421.61864
