year,Base case diesel consumed,Modeled non-residential ashp
2017,14294.0172944,-16779.9333456
2018,14294.0172944,-16779.9333456
2019,14294.0172944,-16779.9333456
2020,14294.0172944,-16779.9333456
2021,14294.0172944,-16779.9333456
2022,14294.0172944,-16779.9333456
2023,14294.0172944,-16779.9333456
2024,14294.0172944,-16779.9333456
2025,14294.0172944,-16779.9333456
2026,14294.0172944,-16779.9333456
2027,14294.0172944,-16779.9333456
2028,14294.0172944,-16779.9333456
2029,14294.0172944,-16779.9333456
2030,14294.0172944,-16779.9333456
2031,14294.0172944,-16779.9333456
