year,Base case cost,Modeled water and wastewater efficiency
2017,33618.7467523,37652.8111684
2018,35621.3168736,38758.957055
2019,38316.4977905,40366.0594682
2020,39378.1794846,40837.5932583
2021,40133.0570661,41091.9346109
2022,40626.1535143,41176.4851948
2023,40948.7147408,41140.5568121
2024,41063.2057009,40975.2547317
2025,41317.6824905,40904.4544075
2026,41687.3601329,40926.3566468
2027,41979.5882142,40901.0168071
2028,42126.9198123,40779.8799393
2029,42462.5962875,40802.5443504
2030,42534.0661365,40640.7340461
2031,42890.1430903,40686.4663549
