year,Base case diesel consumed,Modeled wind power
2019,128402.352703,82588.9972801
2020,129244.084455,83430.729032
2021,129856.253002,84042.8975789
2022,130621.463686,84808.1082624
2023,131233.632232,85420.2768093
2024,132075.363984,86262.0085612
2025,132611.011463,86797.6560397
2026,133299.701078,87486.3456549
2027,133988.390693,88175.0352702
2028,134677.080308,88863.7248854
2029,135365.769924,89552.4145006
2030,136054.459539,90241.1041158
2031,136666.628086,90853.2726627
2032,137355.317701,91541.9622779
2033,138044.007316,92230.6518931
2034,138732.696931,92919.3415083
2035,139497.907615,93684.5521919
2036,140110.076162,94296.7207387
2037,140798.765777,94985.4103539
2038,141640.497529,95827.1421059
