year,Base case cost,Modeled diesel efficiency
2019,468668.587367,652114.677839
2020,495004.843463,670758.627446
2021,514230.761888,683062.807975
2022,530323.142563,692639.581747
2023,541994.90112,698316.029923
2024,552075.021454,702661.180521
2025,562270.688602,707224.30953
2026,575854.708657,714978.048263
2027,588209.035143,721721.587713
2028,597966.23657,726209.284096
2029,611853.280055,734554.096851
2030,620408.335497,738151.954945
2031,634133.154318,746547.554117
2032,648317.099548,755456.201294
2033,662611.235118,764558.439846
2034,678402.887994,775113.286605
2035,689119.663618,781143.699225
2036,703352.582332,790457.608155
2037,715257.730147,797740.325208
2038,730864.967249,808471.550102
