year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,131522.032589,97530.3758299
2018,131522.032589,97530.3758299
2019,131522.032589,97530.3758299
2020,131522.032589,97530.3758299
2021,131522.032589,97530.3758299
2022,131522.032589,97530.3758299
2023,131522.032589,97530.3758299
2024,131522.032589,97530.3758299
2025,131522.032589,97530.3758299
2026,131522.032589,97530.3758299
2027,131522.032589,97530.3758299
2028,131522.032589,97530.3758299
2029,131522.032589,97530.3758299
2030,131522.032589,97530.3758299
2031,131522.032589,97530.3758299
