year,Base case cost,Modeled wind power
2019,468668.587367,621361.004835
2020,495004.843463,634930.336431
2021,514230.761888,643470.09503
2022,530323.142563,650175.631555
2023,541994.90112,653756.770443
2024,552075.021454,656650.335033
2025,562270.688602,659393.136997
2026,575854.708657,664865.961709
2027,588209.035143,669615.376681
2028,597966.23657,672660.346793
2029,611853.280055,678779.44885
2030,620408.335497,681232.227198
2031,634133.154318,687404.741714
2032,648317.099548,694140.425677
2033,662611.235118,701087.904528
2034,678402.887994,709242.982056
2035,689119.663618,713976.647201
2036,703352.582332,721153.656585
2037,715257.730147,726873.5875
2038,730864.967249,735607.567012
