year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,127254.54,3178.81,131522.03,60934.28
2018,127790.18,3124.71,131522.03,62202.19
2019,128402.35,3068.51,131522.03,63470.1
2020,129244.08,2993.68,131522.03,65371.96
2021,129856.25,2937.92,131522.03,66639.87
2022,130621.46,2867.39,131522.03,67907.78
2023,131233.63,2811.73,131522.03,69175.69
2024,132075.36,2734.87,131522.03,71077.56
2025,132611.01,2681.78,131522.03,72345.46
2026,133299.7,2621.99,131522.03,73613.37
2027,133988.39,2560.78,131522.03,74881.28
2028,134677.08,2498.41,131522.03,76149.19
2029,135365.77,2431.38,131522.03,78051.06
2030,136054.46,2368.5,131522.03,79318.97
2031,136666.63,2310.03,131522.03,80586.88
2032,137355.32,2246.41,131522.03,81854.78
2033,138044.01,2184.39,131522.03,83756.65
2034,138732.7,2120.71,131522.03,85024.56
2035,139497.91,2056.72,131522.03,86292.47
2036,140110.08,1996.15,131522.03,87560.38
2037,140798.77,1932.1,131522.03,89462.24
2038,141640.5,1855.55,131522.03,90730.15
2039,142405.71,1789.71,131522.03,92632.01
2040,143094.4,1723.35,131522.03,93899.92
