year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,16371.37,677358.47,354439.65,17247.38,255643.56,322111.77
2018,17030.15,716815.08,380475.42,18591.17,273352.68,348677.48
2019,17951.27,769423.89,413618.95,20365.23,296964.83,383415.63
2020,18052.34,793097.86,437779.88,21325.84,307590.3,404311.46
2021,18098.04,810195.72,454933.94,22035.02,315264.24,419302.59
2022,17950.3,823347.93,470380.42,22675.85,321167.28,432149.6
2023,17798.66,832554.47,484005.21,23150.05,325299.41,442769.85
2024,17448.91,839130.57,500865.96,23614.3,328250.93,454446.41
2025,17271.09,847021.89,514141.33,24046.59,331792.75,464511.12
2026,17095.75,857543.66,529041.12,24591.61,336515.18,476357.23
2027,16875.92,866750.2,543394.96,25103.67,340647.31,487505.48
2028,16589.8,873326.3,556403.33,25537.12,343598.83,497074.32
2029,16339.24,883848.06,576543.86,26123.36,348321.26,512033.64
2030,16011.45,889108.94,589082.35,26522.62,350682.47,520959.71
2031,15800.95,899630.71,604945.75,27089.19,355404.9,533503.7
2032,15545.48,910152.47,621012.02,27680.0,360127.33,546194.61
2033,15291.08,920674.23,642141.52,28270.97,364849.76,561870.17
2034,15036.14,932511.21,659514.48,28920.17,370162.5,575809.9
2035,14685.32,939087.32,673663.96,29391.32,373114.01,586205.17
2036,14412.5,949609.08,690567.04,29993.94,377836.45,599502.13
2037,14066.01,957500.4,710934.31,30521.22,381378.27,614020.68
2038,13657.13,968022.16,728268.48,31196.99,386100.7,627629.85
2039,13297.8,977228.71,750018.52,31789.76,390232.82,643452.32
2040,12959.88,989065.69,768735.46,32487.02,395545.56,658365.4
