year,Base case cost,Modeled non-residential energy efficiency
2017,933002.034376,1000954.27791
2018,990167.757421,1047789.29531
2019,1066388.72148,1111592.30329
2020,1100688.15531,1138348.7675
2021,1125459.96863,1156750.76054
2022,1144515.20964,1170172.06873
2023,1157853.87835,1178610.74715
2024,1167381.49886,1183752.78544
2025,1178814.64347,1190659.99564
2026,1194058.83628,1201018.45537
2027,1207397.50499,1209762.72892
2028,1216925.1255,1215203.19998
2029,1232169.31831,1225777.62627
2030,1239791.41472,1229669.1379
2031,1255035.60753,1240379.23755
