year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,90041.0,74154.8689967
2018,91116.0,75229.8689967
2019,91121.0,75234.8689967
2020,91127.0,75240.8689967
2021,91133.0,75246.8689967
2022,91140.0,75253.8689967
2023,91148.0,75261.8689967
2024,91156.0,75269.8689967
2025,92238.0,76351.8689967
2026,92247.0,76360.8689967
2027,92256.0,76369.8689967
2028,92265.0,76378.8689967
2029,93351.0,77464.8689967
2030,93364.0,77477.8689967
2031,93376.0,77489.8689967
2032,93383.0,77496.8689967
2033,93388.0,77501.8689967
2034,94468.0,78581.8689967
2035,94474.0,78587.8689967
2036,94483.0,78596.8689967
