year,Base case cost,Modeled biomass for heat (pellet)
2017,389026.488747,
2018,423050.432307,
2019,463722.503098,
2020,482845.255412,
2021,496213.583579,
2022,506210.410345,
2023,513146.522048,
2024,518794.319605,
2025,531881.383101,
2026,540325.507791,
2027,547331.176384,
2028,553190.514978,
2029,567602.495057,
2030,572531.912672,
2031,581305.409984,
2032,590026.774066,
2033,598873.281929,
2034,615222.80384,
2035,621068.573472,
2036,630529.94987,
