year,Base case diesel consumed,Modeled wind power
2019,231956.917978,134073.950667
2020,231956.917978,134073.950667
2021,231956.917978,134073.950667
2022,231956.917978,134073.950667
2023,231956.917978,134073.950667
2024,231956.917978,134073.950667
2025,231956.917978,134073.950667
2026,231956.917978,134073.950667
2027,231956.917978,134073.950667
2028,231956.917978,134073.950667
2029,231956.917978,134073.950667
2030,231956.917978,134073.950667
2031,231956.917978,134073.950667
2032,231956.917978,134073.950667
2033,231956.917978,134073.950667
2034,231956.917978,134073.950667
2035,231956.917978,134073.950667
2036,231956.917978,134073.950667
2037,231956.917978,134073.950667
2038,231956.917978,134073.950667
