year,Base case cost,Modeled diesel efficiency
2019,579892.294945,828985.112171
2020,621644.540181,859868.019876
2021,649479.370338,878264.521402
2022,672675.062136,892605.528079
2023,686592.477215,898669.846798
2024,698190.323114,902779.869604
2025,714427.307372,911258.075465
2026,732983.86081,921992.231109
2027,746901.275889,928652.787572
2028,760818.690968,935453.773046
2029,777055.675226,944500.595546
2030,786333.951945,947355.243864
2031,804890.505383,958775.473894
2032,825766.628001,972432.122687
2033,844323.18144,984104.798228
2034,865199.304058,998007.975844
2035,876797.149957,1003595.30444
2036,897673.272575,1017733.59022
2037,909271.118474,1023550.51669
2038,930147.241092,1037913.01916
