year,Base case diesel consumed,Modeled diesel efficiency
2019,231956.917978,210869.925434
2020,231956.917978,210869.925434
2021,231956.917978,210869.925434
2022,231956.917978,210869.925434
2023,231956.917978,210869.925434
2024,231956.917978,210869.925434
2025,231956.917978,210869.925434
2026,231956.917978,210869.925434
2027,231956.917978,210869.925434
2028,231956.917978,210869.925434
2029,231956.917978,210869.925434
2030,231956.917978,210869.925434
2031,231956.917978,210869.925434
2032,231956.917978,210869.925434
2033,231956.917978,210869.925434
2034,231956.917978,210869.925434
2035,231956.917978,210869.925434
2036,231956.917978,210869.925434
2037,231956.917978,210869.925434
2038,231956.917978,210869.925434
