year,Base case cost,Modeled transmission and interties
2021,6497044.60482,
2022,6729753.96906,
2023,6867846.98883,
2024,6978975.07656,
2025,7136994.19775,
2026,7319197.32579,
2027,7458666.90353,
2028,7598408.39396,
2029,7732880.03116,
2030,7803739.54977,
2031,7972619.72875,
2032,8186277.43805,
2033,8382610.75593,
2034,8601110.36496,
2035,8720202.71343,
2036,8920352.85113,
2037,9018039.80048,
2038,9209908.18849,
2039,9365636.9088,
2040,9598092.89985,
