year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31892.29,1933750.39,3206245.66,46857.03,5360179.69,3119447.04
2018,35868.48,2159259.1,3473957.3,47478.35,5392817.7,3171020.26
2019,40973.89,2459937.38,3792994.34,47983.71,5436335.04,3207556.09
2020,43588.71,2610276.52,3961538.82,48296.19,5458093.71,3231385.29
2021,45413.35,2710502.61,4086765.03,48585.82,5472599.5,3255401.67
2022,46832.93,2794024.36,4175634.55,48712.63,5484687.65,3264801.3
2023,47638.1,2844137.41,4220105.18,48739.95,5491940.54,3264694.93
2024,48193.71,2885898.28,4242023.48,48645.71,5497984.61,3255002.12
2025,49044.45,2944363.5,4280441.04,48593.42,5506446.32,3246705.58
2026,50063.44,3011180.89,4333829.18,48585.16,5516116.84,3243521.14
2027,50908.7,3061293.94,4388020.26,48659.87,5523369.73,3250010.41
2028,51764.92,3111406.99,4442294.65,48744.7,5530622.62,3256505.52
2029,51917.32,3169872.21,4379281.92,48049.35,5539084.33,3187870.17
2030,51828.79,3203280.91,4318931.71,47500.54,5543919.59,3134833.3
2031,52460.2,3270098.3,4318935.87,47172.7,5553590.11,3102277.94
2032,,,4417170.97,,,3124042.67
2033,,,4535573.78,,,3160901.37
2034,,,4655769.07,,,3194062.75
2035,,,4712527.79,,,3206526.44
2036,,,4753656.84,,,3194716.59
