year,Base case diesel consumed,Modeled solar power (pv)
2016,231956.917978,228406.865011
2017,231956.917978,228435.265434
2018,231956.917978,228463.438655
2019,231956.917978,228491.386489
2020,231956.917978,228519.110741
2021,231956.917978,228546.613199
2022,231956.917978,228573.895637
2023,231956.917978,228600.959816
2024,231956.917978,228627.807481
2025,231956.917978,228654.440365
2026,231956.917978,228680.860186
2027,231956.917978,228707.068649
2028,231956.917978,228733.067443
2029,231956.917978,228758.858248
2030,231956.917978,228784.442725
2031,231956.917978,228809.822527
2032,231956.917978,228834.999291
2033,231956.917978,228859.97464
2034,231956.917978,228884.750187
2035,231956.917978,228909.327529
