year,Base case cost,Modeled biomass for heat (cordwood)
2017,104325.701247,113625.461893
2018,112577.321247,119360.073352
2019,124214.221247,127606.396095
2020,129715.301247,131324.215023
2021,133523.741247,133798.673109
2022,136274.281247,135498.912471
2023,138178.501247,136581.190243
2024,139871.141247,137514.657446
2025,141775.361247,138612.024649
2026,144102.741247,140029.561865
2027,146218.541247,141297.764219
2028,147699.601247,142103.575576
2029,150026.981247,143541.946433
2030,151296.461247,144204.71515
2031,153623.841247,145656.174003
2032,,
2033,,
2034,,
2035,,
2036,,
