year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,21158.0,15644.4747649
2018,21158.0,15644.4747649
2019,21158.0,15644.4747649
2020,21158.0,15644.4747649
2021,21158.0,15644.4747649
2022,21158.0,15644.4747649
2023,21158.0,15644.4747649
2024,21158.0,15644.4747649
2025,21158.0,15644.4747649
2026,21158.0,15644.4747649
2027,21158.0,15644.4747649
2028,21158.0,15644.4747649
2029,21158.0,15644.4747649
2030,21158.0,15644.4747649
2031,21158.0,15644.4747649
2032,,
2033,,
2034,,
2035,,
2036,,
