year,Base case diesel consumed,Modeled residential energy efficiency
2017,43647.783162,30621.0584783
2018,43647.783162,30621.0584783
2019,42247.3542139,29220.6295302
2020,42247.3542139,29220.6295302
2021,42247.3542139,29220.6295302
2022,42247.3542139,29220.6295302
2023,40846.9252657,27820.200582
2024,40846.9252657,27820.200582
2025,39446.4963176,26419.7716339
2026,39446.4963176,26419.7716339
2027,39446.4963176,26419.7716339
2028,38046.0673694,25019.3426857
2029,38046.0673694,25019.3426857
2030,36645.6384213,23618.9137376
2031,36645.6384213,23618.9137376
2032,35245.2094731,22218.4847894
2033,35245.2094731,22218.4847894
2034,35245.2094731,22218.4847894
2035,33844.780525,20818.0558413
2036,33844.780525,20818.0558413
