year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,6698468.62,0.0,146921.96,43647.78
2018,6696367.49,0.0,146921.96,43647.78
2019,6694121.45,0.0,146921.96,42247.35
2020,6691150.89,0.0,146921.96,42247.35
2021,6688325.24,0.0,146921.96,42247.35
2022,6683760.72,0.0,146921.96,42247.35
2023,6679558.46,0.0,146921.96,40846.93
2024,6674921.49,0.0,146921.96,40846.93
2025,6670284.52,0.0,146921.96,39446.5
2026,6664995.47,0.0,146921.96,39446.5
2027,6659996.24,0.0,146921.96,39446.5
2028,6655214.36,0.0,146921.96,38046.07
2029,6648186.45,0.0,146921.96,38046.07
2030,6641158.54,0.0,146921.96,36645.64
2031,6635362.32,0.0,146921.96,36645.64
2032,6630942.71,,,35245.21
2033,6626668.0,,,35245.21
2034,6622755.55,,,35245.21
2035,6617756.32,,,33844.78
2036,6613191.8,,,33844.78
