year,Base case cost,Modeled biomass for heat (cordwood)
2017,98222.6666594,134331.109033
2018,107569.066659,141242.000688
2019,120587.266659,150867.885493
2020,126595.666659,155310.601557
2021,130935.066659,158519.229825
2022,134273.066659,160987.405416
2023,136609.666659,162715.12833
2024,138612.466659,164196.033684
2025,140949.066659,165923.756598
2026,143619.466659,167898.297071
2027,145956.066659,169626.019984
2028,147958.866659,171106.925339
2029,150295.466659,172834.648252
2030,151964.466659,174068.736048
2031,154968.666659,176290.09408
2032,,
2033,,
2034,,
2035,,
2036,,
