year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,98221.61,348911.96,-0.0,-37547.7,-76616.96
2018,0.0,107567.91,367328.89,-0.0,-32665.93,-65689.58
2019,0.0,120585.97,387701.95,-0.0,-25866.32,-50486.02
2020,0.0,126594.31,395845.4,-0.0,-22728.04,-43688.58
2021,0.0,130933.66,399475.31,-0.0,-20461.51,-38726.67
2022,0.0,134271.62,393260.86,-0.0,-18718.02,-34319.75
2023,0.0,136608.2,391463.3,-0.0,-17497.58,-31564.6
2024,0.0,138610.98,381425.15,-0.0,-16451.48,-28704.47
2025,0.0,140947.55,379151.45,-0.0,-15231.04,-26124.63
2026,0.0,143617.92,369876.8,-0.0,-13836.25,-22913.9
2027,0.0,145954.5,367098.94,-0.0,-12615.81,-20519.67
2028,0.0,147957.28,363463.19,-0.0,-11569.71,-18476.04
2029,0.0,150293.85,352518.39,-0.0,-10349.27,-15914.96
2030,0.0,151962.83,339969.83,-0.0,-9477.53,-14013.85
2031,0.0,154967.0,337437.32,-0.0,-7908.39,-11459.79
2032,,,334074.92,,,-9246.02
2033,,,331052.25,,,-6872.41
2034,,,319428.51,,,-4491.79
2035,,,314210.27,,,-3030.79
2036,,,310855.14,,,-744.84
