year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,14302.19,17955.81,0.0,7997.24,8470.17
2018,0.0,15949.59,23083.85,0.0,8077.54,9980.96
2019,0.0,18340.98,25714.81,0.0,8188.93,10124.82
2020,0.0,19456.96,26942.59,0.0,8243.33,10191.95
2021,0.0,20254.08,27819.57,0.0,8279.6,10239.9
2022,0.0,20838.64,28462.69,0.0,8308.09,10275.07
2023,0.0,21210.64,28871.95,0.0,8328.82,10297.45
2024,0.0,21582.63,29281.21,0.0,8344.36,10319.82
2025,0.0,21954.62,29690.47,0.0,8365.08,10342.2
2026,0.0,22486.04,30275.13,0.0,8388.4,10374.17
2027,0.0,22911.18,30742.85,0.0,8409.12,10399.74
2028,0.0,23230.03,31093.64,0.0,8424.67,10418.92
2029,0.0,23708.31,31619.83,0.0,8447.98,10447.7
2030,0.0,23974.01,36886.36,0.0,8460.93,11958.49
2031,0.0,24505.43,37562.14,0.0,8486.84,11995.03
2032,,,38237.93,,,12031.56
2033,,,38913.72,,,12068.09
2034,,,39589.51,,,12104.63
2035,,,40062.56,,,12130.2
2036,,,40738.35,,,12166.74
