year,Base case cost,Modeled residential energy efficiency
2017,26425.9831461,27476.8858971
2018,33064.8194672,33686.3301659
2019,35839.6274493,35837.8271045
2020,37134.537841,36841.8590092
2021,38059.4738351,37559.0246554
2022,38737.7602307,38084.9461292
2023,39169.3970279,38419.6234308
2024,39601.0338252,38754.3007323
2025,40032.6706224,39088.9780339
2026,40649.2946184,39567.0884647
2027,41142.5938153,39949.5768093
2028,41512.5682129,40236.4430678
2029,42067.5298093,40666.7424555
2030,48844.8479324,47374.803796
2031,49557.169961,47948.6122593
2032,50269.4919895,48522.4207226
2033,50981.8140181,49096.2291859
2034,51694.1360466,49670.0376492
2035,52192.7614666,50071.7035735
2036,52905.0834951,50645.5120369
