year,Base case cost,Modeled non-residential energy efficiency
2017,22299.4336012,24536.8418353
2018,24027.1357684,26243.664897
2019,26529.9096076,28717.4773965
2020,27700.288495,29873.7123738
2021,28533.6829549,30697.6775602
2022,29146.7385625,31303.3244531
2023,29539.4553181,31690.6530524
2024,29926.9911541,32074.1477713
2025,30319.7079097,32461.4763706
2026,30874.4407297,33010.1475148
2027,31320.2993534,33450.6179823
2028,31654.6933213,33780.970833
2029,32156.284273,34276.500109
2030,32434.9459129,34551.7941512
2031,32992.2691926,35102.3822356
