year,Base case cost,Modeled diesel efficiency
2019,72982.2317883,216583.191572
2020,77586.7837111,217247.998469
2021,80498.3624116,216456.26568
2022,82369.0140118,214798.828245
2023,83582.5908564,212622.754105
2024,84318.4475343,210089.247926
2025,85161.5817233,207728.32459
2026,86733.8677458,206103.565325
2027,87833.4622348,204120.667156
2028,88688.3299016,201985.192934
2029,89603.5411684,199972.841423
2030,89621.9794906,197211.906354
2031,91239.5232131,195969.805876
2032,92981.1065578,194904.045113
2033,94327.1040802,193540.747155
2034,96234.6323249,192748.562994
2035,97295.6739584,191246.055613
2036,98766.5492086,190173.946748
2037,99590.4069699,188570.107317
2038,101422.505715,187937.994444
