year,Base case diesel consumed,Modeled residential energy efficiency
2017,11414.422854,8210.83125735
2018,11414.422854,8210.83125735
2019,11414.422854,8210.83125735
2020,10436.7995598,7233.20796316
2021,10436.7995598,7233.20796316
2022,10436.7995598,7233.20796316
2023,10436.7995598,7233.20796316
2024,10436.7995598,7233.20796316
2025,9459.17626564,6255.58466896
2026,9459.17626564,6255.58466896
2027,9459.17626564,6255.58466896
2028,9459.17626564,6255.58466896
2029,9459.17626564,6255.58466896
2030,8481.55297144,5277.96137477
2031,8481.55297144,5277.96137477
