year,Base case cost,Modeled non-residential energy efficiency
2017,130641.345326,139746.854632
2018,142526.388331,149965.140195
2019,159611.13765,164930.032282
2020,167782.104716,171795.662255
2021,173353.218625,176308.397541
2022,177810.109751,179820.086414
2023,180781.370503,181992.381934
2024,183009.816066,183501.065813
2025,185981.076817,185698.007896
2026,189695.152756,188582.9228
2027,192666.413508,190803.369717
2028,195266.266665,192697.116964
2029,198608.93501,195278.020349
2030,200465.97298,196517.577141
2031,204551.456512,199795.939064
