year,Base case diesel consumed,Modeled non-residential ashp
2017,3354.40299353,-3937.77742719
2018,3354.40299353,-3937.77742719
2019,3354.40299353,-3937.77742719
2020,3354.40299353,-3937.77742719
2021,3354.40299353,-3937.77742719
2022,3354.40299353,-3937.77742719
2023,3354.40299353,-3937.77742719
2024,3354.40299353,-3937.77742719
2025,3354.40299353,-3937.77742719
2026,3354.40299353,-3937.77742719
2027,3354.40299353,-3937.77742719
2028,3354.40299353,-3937.77742719
2029,3354.40299353,-3937.77742719
2030,3354.40299353,-3937.77742719
2031,3354.40299353,-3937.77742719
