year,Base case cost,Modeled residential energy efficiency
2017,100678.46193,99330.7717696
2018,109337.216513,107112.580078
2019,121243.004064,117904.884659
2020,117871.744607,113909.379787
2021,121316.694423,116864.312258
2022,123951.067812,119078.25041
2023,125774.864774,120551.075708
2024,127193.373521,121655.698318
2025,129017.170483,123138.057041
2026,131246.255658,124998.041482
2027,133070.052619,126489.491989
2028,134488.561367,127612.303279
2029,136515.002435,129298.937346
2030,137730.867076,130243.703056
2031,139959.952252,132125.119013
2032,142189.037427,134010.524658
2033,144215.478495,135713.313519
2034,146647.207777,137792.933164
2035,148065.716525,138943.703686
2036,150294.8017,140844.154654
