year,Base case cost,Modeled diesel efficiency
2019,108194.752302,260205.805454
2020,113561.555492,261291.429795
2021,117210.981661,260904.707477
2022,119475.395989,259345.704949
2023,121398.971237,257561.635307
2024,122895.08532,255471.763994
2025,124818.660568,253851.352537
2026,127169.696983,252698.505806
2027,128524.579402,250717.177478
2028,130014.102673,248933.555526
2029,132141.993061,247803.807976
2030,133418.727293,245972.099141
2031,135759.406719,245177.747008
2032,138100.086146,244451.884956
2033,140227.976533,243599.463124
2034,142781.444998,243199.247687
2035,144270.968269,241895.595669
2036,146611.647695,241428.013316
2037,148101.170967,240247.484043
2038,150654.639432,240093.583334
