year,Base case cost,Modeled water and wastewater efficiency
2017,49428.4026964,36953.5606416
2018,53030.2165108,39267.6776856
2019,57980.2694222,42488.5925868
2020,60236.1409434,43904.1113612
2021,61771.9928291,44838.9027458
2022,62951.8759892,45536.7962475
2023,63772.6569334,45995.899198
2024,64410.2356398,46334.4939915
2025,65229.2063031,46796.6855741
2026,66226.370114,47380.542677
2027,67042.8582603,47845.2418487
2028,67679.1918952,48191.048835
2029,68578.2084967,48715.5426901
2030,69123.116727,49003.8692415
2031,70119.4581825,49596.6001553
