year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,44662.47,413841.87,72064.95,4765.93,49829.72,28613.51
2018,47515.72,440158.69,76204.3,5514.5,57700.17,33132.92
2019,51436.67,476344.3,81895.89,6543.59,68522.04,39347.11
2020,53228.56,492792.31,77808.59,7007.58,73441.07,40063.16
2021,54450.35,503976.96,79428.82,7321.65,76786.01,41887.87
2022,55393.59,512529.92,80667.83,7558.28,79343.9,43283.24
2023,56053.21,518451.2,81525.6,7719.45,81114.75,44249.27
2024,56565.1,523056.64,82192.76,7845.13,82492.08,45000.62
2025,57222.19,528977.93,83050.53,8007.02,84262.93,45966.64
2026,58019.3,536215.05,84098.92,8207.07,86427.31,47147.34
2027,58672.68,542136.33,84956.69,8370.18,88198.16,48113.36
2028,59183.12,546741.78,85623.84,8496.07,89575.48,48864.72
2029,59895.66,553320.98,86576.93,8682.55,91543.1,49938.08
2030,60332.46,557268.5,87148.77,8790.66,92723.66,50582.09
2031,61128.93,564505.62,88197.16,8990.53,94888.04,51762.79
2032,,,89245.55,,,52943.49
2033,,,90198.63,,,54016.85
2034,,,91342.33,,,55304.88
2035,,,92009.48,,,56056.23
2036,,,93057.87,,,57236.93
