year,Base case cost,Modeled residential energy efficiency
2017,1829719.63913,1740887.39051
2018,1955309.23914,1841899.32851
2019,2113191.49444,1969253.07072
2020,2228514.3169,2066431.69795
2021,2319771.29752,2143095.21616
2022,2409845.26829,2221443.61214
2023,2494365.24194,2295743.91738
2024,2576379.13256,2368361.36867
2025,2662976.12522,2445023.33376
2026,2754427.13545,2525997.43205
2027,2843281.75746,2605188.48116
2028,2929269.07575,2682322.42215
2029,3035461.34632,2778430.77805
2030,3119364.00572,2854412.09308
2031,3232336.80425,2956868.64243
2032,3342637.96025,3057451.89101
2033,3454414.10077,3159626.45283
2034,3572233.27699,3267278.43156
2035,3677717.92813,3364744.4882
2036,3798592.42941,3475671.07135
