year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,40251.06,2718271.0,2718271.0
2004,,40251.06,2701359.0,2701359.0
2005,,40251.06,2674736.0,2674736.0
2006,,40251.06,2688995.0,2688995.0
2007,,40251.06,2600919.0,2600919.0
2008,,40251.06,2702564.0,2702564.0
2009,,40251.06,2752306.0,2752306.0
2010,,40251.06,2844764.0,2844764.0
2011,,40251.06,2838966.0,2838966.0
2012,,40251.06,2898846.0,2898846.0
2013,,40251.06,2962264.0,2962264.0
2014,,40251.06,2855753.0,2855753.0
2015,,40251.06,2884924.0,2884924.0
2016,start of forecast,40251.06,2931000.0,2931000.0
2017,,40251.06,2931000.0,2931000.0
2018,,40251.06,2930000.0,2930000.0
2019,,40251.06,2929000.0,2929000.0
2020,,40251.06,2929000.0,2929000.0
2021,,40251.06,2928000.0,2928000.0
2022,,40251.06,2928000.0,2928000.0
2023,,40251.06,2927000.0,2927000.0
2024,,40251.06,2926000.0,2926000.0
2025,,40251.06,2926000.0,2926000.0
2026,,40251.06,2925000.0,2925000.0
2027,,40251.06,2924000.0,2924000.0
2028,,40251.06,2923000.0,2923000.0
2029,,40251.06,2923000.0,2923000.0
2030,,40251.06,2922000.0,2922000.0
2031,,40251.06,2921000.0,2921000.0
2032,,40251.06,2920000.0,2920000.0
2033,,40251.06,2920000.0,2920000.0
2034,,40251.06,2919000.0,2919000.0
2035,,40251.06,2918000.0,2918000.0
2036,,40251.06,2917000.0,2917000.0
2037,,40251.06,2916000.0,2916000.0
2038,,40251.06,2915000.0,2915000.0
2039,,40251.06,2914000.0,2914000.0
2040,,40251.06,2913000.0,2913000.0
