year,Base case diesel consumed,Modeled non-residential ashp
2017,164989.75031,115492.825266
2018,164989.75031,115492.825266
2019,164989.75031,115492.825266
2020,164989.75031,115492.825266
2021,164989.75031,115492.825266
2022,164989.75031,115492.825266
2023,164989.75031,115492.825266
2024,164989.75031,115492.825266
2025,164989.75031,115492.825266
2026,164989.75031,115492.825266
2027,164989.75031,115492.825266
2028,164989.75031,115492.825266
2029,164989.75031,115492.825266
2030,164989.75031,115492.825266
2031,164989.75031,115492.825266
