year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,164990.0,121996.095514
2018,164990.0,121996.095514
2019,164990.0,121996.095514
2020,164990.0,121996.095514
2021,164990.0,121996.095514
2022,164990.0,121996.095514
2023,164990.0,121996.095514
2024,164990.0,121996.095514
2025,164990.0,121996.095514
2026,164990.0,121996.095514
2027,164990.0,121996.095514
2028,164990.0,121996.095514
2029,164990.0,121996.095514
2030,164990.0,121996.095514
2031,164990.0,121996.095514
2032,,
2033,,
2034,,
2035,,
2036,,
