year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,45126.11,724330.1,1180841.17,54496.76,862964.22,648878.47
2018,48085.74,767227.43,1267307.89,56842.92,894570.98,688001.34
2019,52020.59,824973.84,1376379.86,59921.49,937118.54,736811.64
2020,54120.92,853022.1,1455723.18,61632.48,957784.5,772791.13
2021,55722.98,872820.87,1518517.22,62974.28,972372.23,801254.08
2022,56925.69,886020.05,1580345.77,64021.57,982097.39,829499.5
2023,57935.24,895919.44,1638323.24,64928.53,989391.26,856042.0
2024,58854.56,904168.92,1694570.96,65771.8,995469.48,881808.17
2025,59895.98,914068.31,1754049.46,66709.33,1002763.35,908926.66
2026,61061.29,925617.59,1816954.54,67742.3,1011272.86,937472.6
2027,62132.79,935516.98,1878064.6,68707.46,1018566.73,965217.16
2028,63109.23,943766.46,1937183.86,69604.15,1024644.95,992085.22
2029,64328.47,955315.75,2010306.28,70687.82,1033154.47,1025155.07
2030,65230.51,961915.34,2068000.34,71537.09,1038017.04,1051363.67
2031,66597.26,975114.52,2145941.59,72737.45,1047742.2,1086395.21
2032,,,2222033.44,,,1120604.52
2033,,,2299191.24,,,1155222.86
2034,,,2380634.9,,,1191598.37
2035,,,2453408.65,,,1224309.28
2036,,,2537060.35,,,1261532.08
