year,Base case cost,Modeled diesel efficiency
2019,570504.731609,817143.677498
2020,605142.518885,841636.410668
2021,629377.770244,856836.265605
2022,645672.340347,864977.448894
2023,657668.577601,869367.43334
2024,667621.037235,872052.149496
2025,679833.617185,876940.652709
2026,693844.41536,883609.536697
2027,705811.435915,888562.664582
2028,715736.765758,891798.600169
2029,729970.16735,899086.599611
2030,737851.023937,900732.014165
2031,753854.122692,909890.63677
2032,767814.835098,917318.86445
2033,782033.628341,925105.070307
2034,798010.292939,934609.809119
2035,807886.232649,938686.078939
2036,823842.723813,948405.010081
2037,833702.663902,952693.81669
2038,849638.981632,962616.168025
