year,Base case cost,Modeled diesel efficiency
2019,203637.262609,352308.561802
2020,213745.987337,357579.941782
2021,220167.336012,359590.998438
2022,225524.050854,360723.890526
2023,228781.512582,360035.953261
2024,230595.627446,358121.411959
2025,233823.957403,357576.045839
2026,238072.782144,358039.969843
2027,241274.628672,357631.751147
2028,243434.793672,356354.337854
2029,247552.084051,356932.095298
2030,249696.358993,355790.387339
2031,253370.493333,356111.907253
2032,257542.516131,356956.801509
2033,261187.518699,357391.676688
2034,265328.644164,358345.043816
2035,267925.785737,357960.678766
2036,272037.77943,359017.797457
2037,274580.188584,358710.858313
2038,278671.878315,359873.720675
