year,Base case cost,Modeled solar power (pv)
2016,143109.386354,147968.949384
2017,165455.220696,169842.802161
2018,181957.045108,185967.964629
2019,203637.262609,207200.798122
2020,213745.987337,217040.793558
2021,220167.336012,223252.692904
2022,225524.050854,228419.768045
2023,228781.512582,231522.050326
2024,230595.627446,233199.645638
2025,233823.957403,236279.940935
2026,238072.782144,240369.497567
2027,241274.628672,243430.38179
2028,243434.793672,245467.461671
2029,247552.084051,249443.128686
2030,249696.358993,251470.539153
2031,253370.493333,255009.477928
2032,257542.516131,259042.473474
2033,261187.518699,262558.660068
2034,265328.644164,266567.114666
2035,267925.785737,269055.271749
