year,Base case diesel consumed,Modeled solar power (pv)
2016,52613.7449833,51814.6286853
2017,52525.4668877,51732.7435201
2018,52437.188792,51650.8072114
2019,52348.9106964,51568.8201685
2020,52260.6326008,51486.7827971
2021,52172.3545052,51404.6954999
2022,52084.0764096,51322.5586763
2023,51995.798314,51240.3727226
2024,51819.2421228,51069.8599361
2025,51730.9640272,50987.576898
2026,51642.6859316,50905.2458994
2027,51554.4078359,50822.867324
2028,51466.1297403,50740.4415525
2029,51466.1297403,50746.247058
2030,51377.8516447,50663.7280239
2031,51289.5735491,50581.1629172
2032,51201.2954535,50498.5521067
2033,51113.0173579,50415.8959579
2034,51024.7392623,50333.1948334
2035,50936.4611667,50250.4490933
