year,Base case diesel consumed,Modeled non-residential ashp
2017,8010.17539561,-9403.24941228
2018,8010.17539561,-9403.24941228
2019,8010.17539561,-9403.24941228
2020,8010.17539561,-9403.24941228
2021,8010.17539561,-9403.24941228
2022,8010.17539561,-9403.24941228
2023,8010.17539561,-9403.24941228
2024,8010.17539561,-9403.24941228
2025,8010.17539561,-9403.24941228
2026,8010.17539561,-9403.24941228
2027,8010.17539561,-9403.24941228
2028,8010.17539561,-9403.24941228
2029,8010.17539561,-9403.24941228
2030,8010.17539561,-9403.24941228
2031,8010.17539561,-9403.24941228
