year,Base case cost,Modeled non-residential energy efficiency
2017,536054.297507,528815.514813
2018,566224.238127,554439.000023
2019,605822.285191,588584.344153
2020,624678.498079,604095.626756
2021,636935.036456,613700.969555
2022,647305.953544,621642.551346
2023,653905.628055,626222.396194
2024,658619.681277,629136.931224
2025,665219.355787,633779.794165
2026,673704.651587,640150.255325
2027,680304.326097,644853.217102
2028,685018.379319,647887.983515
2029,692560.864474,653496.856221
2030,697274.917696,656587.594025
2031,704817.402851,662251.126262
