year,Base case cost,Modeled water and wastewater efficiency
2017,73904.0001705,58048.7675382
2018,77780.0911855,60628.0047506
2019,82881.4912902,64066.0585867
2020,85275.4419474,65616.0245797
2021,86803.1326551,66563.7469713
2022,88075.493688,67335.8144355
2023,88847.9870401,67761.3685207
2024,89380.8859797,68022.3076166
2025,90163.4723196,68460.2973892
2026,91197.440209,69076.4851392
2027,91982.8355159,69521.4907068
2028,92521.38193,69796.475532
2029,93461.1080331,70354.4326608
2030,94025.811306,70652.656301
2031,94945.9848421,71201.2858108
