year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,39540.8053434,29260.1959541
2018,39540.8053434,29260.1959541
2019,39540.8053434,29260.1959541
2020,39540.8053434,29260.1959541
2021,39540.8053434,29260.1959541
2022,39540.8053434,29260.1959541
2023,39540.8053434,29260.1959541
2024,39540.8053434,29260.1959541
2025,39540.8053434,29260.1959541
2026,39540.8053434,29260.1959541
2027,39540.8053434,29260.1959541
2028,39540.8053434,29260.1959541
2029,39540.8053434,29260.1959541
2030,39540.8053434,29260.1959541
2031,39540.8053434,29260.1959541
