year,Base case diesel consumed,Modeled diesel efficiency
2019,19698.4375415,17907.6704923
2020,19698.4375415,17907.6704923
2021,19698.4375415,17907.6704923
2022,19698.4375415,17907.6704923
2023,19698.4375415,17907.6704923
2024,19698.4375415,17907.6704923
2025,19698.4375415,17907.6704923
2026,19698.4375415,17907.6704923
2027,19698.4375415,17907.6704923
2028,19698.4375415,17907.6704923
2029,19698.4375415,17907.6704923
2030,19698.4375415,17907.6704923
2031,19698.4375415,17907.6704923
2032,19698.4375415,17907.6704923
2033,19698.4375415,17907.6704923
2034,19698.4375415,17907.6704923
2035,19698.4375415,17907.6704923
2036,19602.8140583,17820.740053
2037,19698.4375415,17907.6704923
2038,19698.4375415,17907.6704923
