year,Base case diesel consumed,Modeled non-residential ashp
2017,14567.2378605,2704.99629307
2018,14567.2378605,2704.99629307
2019,14567.2378605,2704.99629307
2020,14567.2378605,2704.99629307
2021,14567.2378605,2704.99629307
2022,14567.2378605,2704.99629307
2023,14567.2378605,2704.99629307
2024,14567.2378605,2704.99629307
2025,13336.9115857,1474.67001825
2026,13336.9115857,1474.67001825
2027,13336.9115857,1474.67001825
2028,13336.9115857,1474.67001825
2029,14567.2378605,2704.99629307
2030,14567.2378605,2704.99629307
2031,14567.2378605,2704.99629307
