year,Base case cost,Modeled transmission and interties
2021,1307133.76946,
2022,1336897.63612,
2023,1359684.72521,
2024,1376345.96401,
2025,1396238.11037,
2026,1421975.21839,
2027,1441278.04941,
2028,1457675.61091,
2029,1479883.71145,
2030,1495969.40396,
2031,1518164.42391,
2032,1543896.02431,
2033,1569291.6599,
2034,1597549.19251,
2035,1613275.51282,
2036,1641495.18054,
2037,1657201.53573,
2038,1682173.08458,
2039,1703913.72588,
2040,1735257.59102,
