year,Base case diesel consumed,Modeled residential energy efficiency
2017,158353.922141,109039.484103
2018,159602.98273,110288.544693
2019,159602.98273,110288.544693
2020,160852.04332,111537.605282
2021,160852.04332,111537.605282
2022,162101.103909,112786.665872
2023,162101.103909,112786.665872
2024,162101.103909,112786.665872
2025,163350.164499,114035.726461
2026,163350.164499,114035.726461
2027,163350.164499,114035.726461
2028,163350.164499,114035.726461
2029,163350.164499,114035.726461
2030,163350.164499,114035.726461
2031,163350.164499,114035.726461
2032,162101.103909,112786.665872
2033,162101.103909,112786.665872
2034,162101.103909,112786.665872
2035,162101.103909,112786.665872
2036,160852.04332,111537.605282
