year,Base case cost,Modeled water and wastewater efficiency
2017,58886.9458631,65378.5104761
2018,62375.5978382,67792.2116743
2019,67201.1228489,71130.7859486
2020,69509.9382689,72728.3512437
2021,71006.3590989,73763.7938423
2022,72245.5744207,74621.3556159
2023,73195.2333002,75278.4426638
2024,73888.2994234,75758.0817012
2025,74705.9324892,76323.8365308
2026,75778.8253729,77066.1047211
2027,76583.3326566,77622.6919123
2028,77255.8587284,78087.9825769
2029,78182.8619104,78729.2437264
2030,78846.9971599,79188.6770492
2031,79772.4786673,79828.8775287
