year,Base case cost,Modeled non-residential energy efficiency
2017,602273.592405,695905.289013
2018,644387.899014,734370.605376
2019,703347.928265,789767.167599
2020,731424.132671,814363.423724
2021,751077.475755,830618.379821
2022,765115.577957,841337.744736
2023,774942.249499,847923.46189
2024,783365.110821,853181.328677
2025,793191.782363,859917.185262
2026,805826.074345,869533.10327
2027,815652.745887,876412.143956
2028,824075.607209,881956.459541
2029,835306.088971,890375.861461
2030,840921.329852,893245.907206
2031,853555.621835,903199.344549
