year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,3126004
2004,,0,0,0,0,0,3270290
2005,,0,0,0,0,0,3243049
2006,,0,0,0,0,0,3394551
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,2984014
2010,,0,0,0,0,0,3498178
2011,,0,0,0,0,0,3430080
2012,,0,0,0,0,0,3618260
2013,,0,0,0,0,0,3807586
2014,start of forecast,0,0,0,0,0,3612000
2015,,0,0,0,0,0,3608000
2016,,0,0,0,0,0,3604000
2017,,0,0,0,0,0,3600000
2018,,0,0,0,0,0,3596000
2019,,0,0,0,0,0,3592000
2020,,0,0,0,0,0,3589000
2021,,0,0,0,0,0,3585000
2022,,0,0,0,0,0,3582000
2023,,0,0,0,0,0,3579000
2024,,0,0,0,0,0,3575000
2025,,0,0,0,0,0,3572000
2026,,0,0,0,0,0,3569000
2027,,0,0,0,0,0,3565000
2028,,0,0,0,0,0,3562000
2029,,0,0,0,0,0,3559000
2030,,0,0,0,0,0,3556000
2031,,0,0,0,0,0,3553000
2032,,0,0,0,0,0,3550000
2033,,0,0,0,0,0,3546000
2034,,0,0,0,0,0,3542000
2035,,0,0,0,0,0,3539000
2036,,0,0,0,0,0,3535000
2037,,0,0,0,0,0,3532000
2038,,0,0,0,0,0,3529000
2039,,0,0,0,0,0,3525000
2040,,0,0,0,0,0,3522000
