year,Base case cost,Modeled diesel efficiency
2019,921894.475574,1136246.73423
2020,976781.589808,1179155.96594
2021,1014609.47847,1206720.59543
2022,1041534.69132,1224533.64739
2023,1060088.08205,1234892.14917
2024,1075535.28407,1242579.37935
2025,1094020.441,1253177.34801
2026,1118007.72349,1268922.71901
2027,1136104.41299,1279455.06596
2028,1151719.87336,1287870.4811
2029,1172826.60393,1301413.43949
2030,1182867.05263,1305028.44587
2031,1206663.59063,1321278.19126
2032,1230418.2579,1337616.04743
2033,1253777.47927,1353717.62523
2034,1277080.87299,1369888.78057
2035,1292463.71814,1378976.94691
2036,1315671.73961,1395293.66549
2037,1330987.12634,1404547.3276
2038,1354483.5907,1421347.77245
