year,Base case cost,Modeled residential energy efficiency
2017,227563.663009,267449.17287
2018,249786.795802,284585.402158
2019,280095.857062,308464.515808
2020,292409.943591,316918.484554
2021,306362.754007,327738.355977
2022,318085.2393,336824.003448
2023,328088.482314,344570.563162
2024,337592.267093,351966.781185
2025,342227.686435,354412.731481
2026,353973.820906,363771.605364
2027,364558.294378,372230.710289
2028,374608.435788,380301.522023
2029,386215.474908,389729.212681
2030,389050.279707,390874.607893
2031,401610.136819,401198.304697
2032,414379.236896,411759.373263
2033,427357.579938,422557.154327
2034,440545.165944,433591.004069
2035,451641.522179,442905.153778
2036,458542.94039,447704.615694
