year,Base case diesel consumed,Modeled residential ashp
2017,18570.4160514,9490.80006964
2018,18570.4160514,9490.80006964
2019,18570.4160514,9490.80006964
2020,18570.4160514,9490.80006964
2021,18570.4160514,9490.80006964
2022,18570.4160514,9490.80006964
2023,19928.9518923,10849.3359106
2024,21287.4877332,12207.8717515
2025,22646.0235741,13566.4075924
2026,22646.0235741,13566.4075924
2027,24004.5594151,14924.9434333
2028,24004.5594151,14924.9434333
2029,30797.2386197,21717.6226379
2030,36231.3819833,27151.7660016
2031,40306.9895061,31227.3735243
