year,Base case cost,Modeled non-residential energy efficiency
2017,150165.930641,164132.585955
2018,164393.998864,176447.515186
2019,184211.665319,193868.495746
2020,193358.280605,201585.107248
2021,199964.169423,207002.037634
2022,205045.62236,211044.578778
2023,208602.639416,213712.401305
2024,211651.511178,215930.812642
2025,215208.528234,218625.127853
2026,219273.690584,221795.040176
2027,222830.70764,224514.620822
2028,225879.579402,226783.577201
2029,229436.596458,229527.252838
2030,231977.322926,231356.924897
2031,236550.630569,235049.208465
