year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33379.6414956,24700.9347068
2018,33379.6414956,24700.9347068
2019,33379.6414956,24700.9347068
2020,33379.6414956,24700.9347068
2021,33379.6414956,24700.9347068
2022,33379.6414956,24700.9347068
2023,33379.6414956,24700.9347068
2024,33379.6414956,24700.9347068
2025,33379.6414956,24700.9347068
2026,33379.6414956,24700.9347068
2027,33379.6414956,24700.9347068
2028,33379.6414956,24700.9347068
2029,33379.6414956,24700.9347068
2030,33379.6414956,24700.9347068
2031,33379.6414956,24700.9347068
