year,Base case diesel consumed,Modeled non-residential ashp
2017,4606.3905264,-5407.5019323
2018,4606.3905264,-5407.5019323
2019,4606.3905264,-5407.5019323
2020,4606.3905264,-5407.5019323
2021,4606.3905264,-5407.5019323
2022,4606.3905264,-5407.5019323
2023,4606.3905264,-5407.5019323
2024,4606.3905264,-5407.5019323
2025,4606.3905264,-5407.5019323
2026,4606.3905264,-5407.5019323
2027,4606.3905264,-5407.5019323
2028,4606.3905264,-5407.5019323
2029,4606.3905264,-5407.5019323
2030,4606.3905264,-5407.5019323
2031,4606.3905264,-5407.5019323
