year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,7068.06,959828.87,2250010.56,38751.95,910849.88,802014.13
2018,6745.95,1013271.91,2453541.16,40745.46,943995.65,849808.31
2019,6441.55,1085214.45,2695775.71,43295.71,988614.95,906216.14
2020,5838.26,1120157.97,2855645.96,44884.56,1010287.18,942678.49
2021,5147.67,1144823.99,3009341.1,46206.25,1025585.22,977170.1
2022,4397.22,1163323.5,3134988.91,47373.36,1037058.75,1005138.24
2023,3604.59,1175656.51,3246469.09,48375.26,1044707.78,1029713.72
2024,2777.83,1185934.01,3369855.71,49335.94,1051081.96,1056716.35
2025,1937.02,1198267.02,3484597.32,50367.27,1058730.99,1081798.64
2026,1075.8,1212655.53,3623224.12,51473.12,1067654.84,1111963.56
2027,204.84,1224988.54,3741496.68,52519.19,1075303.87,1137594.54
2028,-674.86,1235266.04,3855127.56,53505.79,1081678.05,1162107.19
2029,-1674.38,1249654.55,3999684.22,54704.4,1090601.91,1193193.58
2030,-2659.05,1257876.56,4126757.91,55702.22,1095701.26,1220372.12
2031,-3638.81,1272265.06,4258270.45,56877.03,1104625.12,1248457.54
2032,,,4398521.67,,,1278297.92
2033,,,4533942.52,,,1306990.67
2034,,,4678371.59,,,1337480.27
2035,,,4803188.34,,,1363731.14
2036,,,4951525.72,,,1394828.06
