year,Base case cost,Modeled diesel efficiency
2019,668726.465404,941678.208427
2020,712588.092657,973730.265223
2021,745094.785659,995642.986151
2022,770677.942579,1011440.61817
2023,788996.901428,1020809.27245
2024,805257.228708,1028477.18435
2025,824088.576696,1038649.12697
2026,845528.641597,1051355.46163
2027,864674.124616,1062134.82759
2028,881239.511914,1070723.9399
2029,903670.149279,1084796.74613
2030,918509.888141,1092116.82968
2031,940763.911811,1106321.79525
2032,965462.604099,1122890.42044
2033,987534.429451,1137208.90813
2034,1012318.98531,1154128.20533
2035,1029579.65815,1164339.14283
2036,1054688.12213,1181812.88709
2037,1072494.69184,1192773.98625
2038,1098227.23742,1211063.01862
